cluster,id,names,feature,value
2,25B5fGr9K0VdZJiRFsnMO4,Celebration Station,acousticness,0.101
2,0IgvYQ9p8XnhF0KhZ3LFC3,Celebrate Youth,acousticness,0.00617
7,1s2WUltfgXvQbD6dvnIi6E,Celebration - Basslouder Remix Edit,acousticness,0.0108
6,18zQdV6BhfeoVU4OLnEO7p,Celebrate (The Love) - Radio Version,acousticness,0.000996
0,7jAxGkXU58FwNMjqoMahn7,Celebration,acousticness,0.0164
2,4LBMithYMLc05o0cWz3vzX,Celebration,acousticness,0.127
2,7M2wk27EePpYr9TH3uZY1r,Somebody Dance with Me,acousticness,0.149
4,3DpqHuPTyeHWEp3lN8G0oq,Celebration,acousticness,0.0203
6,3jmFZgZBjkwxOHeSUUb2VP,Celebration,acousticness,0.0294
2,0WkeHIrmIv55e4MhQHwZkB,Celebration - Single Version,acousticness,0.137
0,575xzhWsvMHOe8qtnKl4ej,Celebration - Benny Benassi Remix Edit,acousticness,0.0244
6,1ZCM3t4E9SJHGK705hn9LU,Celebration - Radio Edit,acousticness,0.002
2,2grjqo0Frpf2okIBiifQKs,September,acousticness,0.168
2,2PCzTY9yGrzibxqm3VFWTA,The Celebration Song,acousticness,0.0759
2,3khUmuzVSHvzwmp37KjDBy,Celebration - Single Version,acousticness,0.181
5,4aT5Fo01RcZBk7UKRdrbNk,Celebration,acousticness,0.536
7,27QvYgBk0CHOVHthWnkuWt,Vogue,acousticness,0.00379
2,0YpfRtslABVjyE8cEOOm4D,Celebration,acousticness,0.15
6,1focQY4QYjsFGp9U357J7H,Celebrations,acousticness,0.848
2,1neV4vGcgpcvMdgwQsCdjs,Celebration,acousticness,0.0493
2,2Iib2MV3ECFJAourgP9dlY,La Isla Bonita,acousticness,0.392
2,6kWh6EQubALRPAkFeej2Of,Celebration - Single Version,acousticness,0.181
4,1XxCiPw07rd1ytYnE7SoJI,Road Trippin',acousticness,0.309
5,6HB11gTmbJOX6H63K8Bu74,Roadtrip,acousticness,0.622
5,7Gpr3kKk4BMgItz6UbI73q,Road Trippin',acousticness,0.28
4,4Agtk2MrapdZAVN7v6PuFO,Roadtrip,acousticness,0.316
6,47ZtIbXcqQt0z3YFmcscDI,Roadtrip,acousticness,0.0141
4,0V0MNhSdFg9sjW8RLxeGro,ROADTRiP,acousticness,0.0198
2,1eR2lNmKEnNxPsLDfSp6XF,roadtrip,acousticness,0.0792
5,1D3SWUVJqnQfRtOpAmLdTx,Roadtrip Home,acousticness,0.676
4,6vZ0SkAw8X46gpY6masmsH,Iris,acousticness,0.00133
6,2QLUYiNzHJuIfB6M0PUbrJ,Roadtrip,acousticness,0.772
4,1dYQGKg95iWiHs5gtYyfbF,Road Trip,acousticness,0.179
4,3Jheaco1IVTjisxZOARLXK,ROADTRIP,acousticness,0.0198
0,4XMe0C9o9ok13wqwnfsJIL,Edge of Seventeen - 2016 Remaster,acousticness,0.327
3,0V54RaK7KhF3vzydplIOyk,roadtrip,acousticness,0.849
6,3MA6XtTJ7pEAWgJymWlyaZ,Roadtrip (Original Mix),acousticness,0.0471
5,1ohWVa4NgZ1kcnq0rr8NKy,Roadtrip 2,acousticness,0.757
4,1hxMntSnurwISPhU3gvZNV,Go Your Own Way - 2018 Remaster,acousticness,0.00528
5,5xbBbYsxBhpvCh372U1tUX,Roadtrip,acousticness,0.61
2,6DVuZgJBCZhrNscjxrYc4M,Roadtrip,acousticness,0.382
5,2yrQvQDoF1s5sEYy6LvMHW,Roadtrip,acousticness,0.0143
3,5tEIGWCBmThAzqqIOciVTM,Endless Roads,acousticness,0.74
5,6OMnH9uEKd7W3YK3ncuUF7,Roadtripsong,acousticness,0.656
6,37Z4jjFYbkEIWuP14W0oYe,Roadtrip - Original,acousticness,0.00624
3,70Kjb1MyC82FjzhiPiBPU4,roadtrip,acousticness,0.891
2,1waCiEO0msp9g3fbeFBUKe,Everywhere - 2018 Remaster,acousticness,0.253
2,7uhlwyhLFqxbhZ1wLq6X3z,The Best,acousticness,0.108
7,4rybVAyrUxxlViLx38mvFt,Roadtrip,acousticness,0.0416
4,32qNg1mb7N4sZNQVltFQFZ,Take On Me,acousticness,0.0153
0,57Eo2fh4J0Dbc533hnZhMh,ROADTRIP,acousticness,0.267
0,66VMryKGU2x0oC7YpOFWUH,Roadtrippin,acousticness,0.042
2,6FFRVEo6HMdSCbnq4yvC9l,Semi-Charmed Life,acousticness,0.00832
4,28fbebLE5sJs7kyy3eOmQF,ROADTRiP,acousticness,0.0198
3,1Tc5vjg3ZNpnplp0UgVEv9,Roadtrips,acousticness,0.648
2,0SKhAkxKLem3nqjlmFWxwb,Dreams - 2018 Remaster,acousticness,0.144
6,3aURRGk6DVaInk5LlGq9DB,Roadtrip,acousticness,0.0156
3,6aFqyXReQAQJvruT455ID0,Seasight,acousticness,0.809
4,323uZzm0C5RBknjVQOxQVD,Roadtrip,acousticness,0.000974
3,3mVpCBo3OCmpiQNWhjsdeF,Outdoor Life,acousticness,0.885
2,1nJXkcvoTRWe10p3tKwjUh,Roadtrip,acousticness,0.19
4,2syDiHKr47am23CYmkTI8Y,Yellow,acousticness,0.00239
6,3HAYDWCgHiQ0j7RK5qaohM,roadtrip,acousticness,0.861
3,0Q5fE9sny2akkqxOYo8yYp,Roadtrips,acousticness,0.648
5,2fUgH5BkUsFyUQ0Yxr2djn,Walking in Memphis,acousticness,0.545
5,3nf2jMg4spAPEXsngyMszL,Roadtrip,acousticness,0.429
2,1kT1cE5eLxcV6u4VPGfarY,Feel It Still,acousticness,0.0427
6,1Wl0fMRT0YzndDmHZCFvoT,Roadtrip,acousticness,0.0818
0,6DGIg7YNSXWz1SAnJ1S8bX,Paradise,acousticness,0.0509
4,6WzGciwEdqlkPuMf3bDmX7,Roadtrip,acousticness,0.174
6,2IJZWPp6TnMWHyGqjrz3Ci,Roadtrip - Moritz Hofbauer Remix,acousticness,0.00237
2,4IcdIxyxy24MWhy8TgGCQE,Road Trip,acousticness,0.0212
0,1VU8t2MpJRLG5iFEIxqq7z,Geboren um zu leben,instrumentalness,0.0
6,4YRvb9B8cgvhst11qk8CKn,Sonnentanz,instrumentalness,0.914
2,7qiZfU4dY1lWllzX7mPBI3,Shape of You,instrumentalness,0.0
0,0E9ZjEAyAwOXZ7wJC0PD33,In My Mind,instrumentalness,1.1e-05
0,4OSBTYWVwsQhGLF9NHvIbR,Rolling in the Deep,instrumentalness,0.0
4,6habFhsOp2NvshLv26DqMb,Despacito,instrumentalness,0.0
5,1f1wT6Q7Buxb3OD0BqMW8O,"I See Fire - From ""The Hobbit - The Desolation Of Smaug""",instrumentalness,4.81e-06
5,3U4isOIWM3VvDubwSI3y7a,All of Me,instrumentalness,0.0
5,2VxeLyX666F8uXCJ0dZF8B,Shallow,instrumentalness,0.0
0,0tgVpDi06FyKpA1z0VMD4v,Perfect,instrumentalness,0.0
7,1ZMODMeLK5x6W8r8jsmmgX,Au Revoir (feat. Sido),instrumentalness,0.0
2,6dXt4t5jgySnVTeTpT4C0l,Auf uns,instrumentalness,0.0
0,2lYsCjTvXIHOqT8xSbK2jq,Tage wie diese,instrumentalness,8.09e-05
0,0lKyMPBRuIDCX56NORu5NZ,Die immer lacht - Radio 2016 Mix,instrumentalness,5.22e-06
2,7bolFIVYrui4h98GEK0MIK,Geiles Leben,instrumentalness,0.0878
5,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,instrumentalness,0.0
4,60nZcImufyMA1MKQY3dcCH,"Happy - From ""Despicable Me 2""",instrumentalness,0.0
2,7DFSnCBYlus7i4U9KKlbdU,No Roots,instrumentalness,0.00274
0,2IxixfQUSQkwCCblJT3Eq1,Heavy Cross,instrumentalness,0.0604
2,7vFoFDWqTX0mHzLfrF1Cfy,Cheerleader (Felix Jaehn Remix) - Radio Edit,instrumentalness,1.18e-05
2,2RB1n3NWUmG5X0rdihAQ3e,Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground),instrumentalness,0.0
0,4255amV4enzl28KAn16rUO,Are You with Me,instrumentalness,2.5e-05
6,3ZSqMer9RLSglvi18bWXYV,Sky and Sand,instrumentalness,0.857
5,1HNkqx9Ahdgi1Ixy2xkKkL,Photograph,instrumentalness,0.000464
0,1rfofaqEpACxVEHIZBJe6W,Havana (feat. Young Thug),instrumentalness,3.56e-05
0,0nrRP2bk19rLc0orkWPQk2,Wake Me Up,instrumentalness,0.0012
5,3WlVUkLgGYByiGj8gF4erq,I Follow Rivers,instrumentalness,0.00153
2,2CbuG4ib5Wg5q8AEhVgll7,Ma Chérie - DJ Antoine Vs Mad Mark 2K12 Radio Edit,instrumentalness,0.000217
4,1zB4vmk8tFRmM9UULNzbLB,Thunder,instrumentalness,0.134
7,5fnA9mkIfScSqHIpeDyvck,Prayer in C - Robin Schulz Radio Edit,instrumentalness,5.41e-06
2,4icNLSquKZp6e0iEkBn9RP,Glow - Radio Edit,instrumentalness,0.0
0,3di5hcvxxciiqwMH1jarhY,Set Fire to the Rain,instrumentalness,1.68e-06
5,0eZBeB2xFIS65jQHerispi,The Sound of Silence,instrumentalness,1.1e-06
5,3c8iiZGfEammKJuWTErE5x,Ain't Nobody (Loves Me Better) (feat. Jasmine Thompson),instrumentalness,0.000168
0,1I8tHoNBFTuoJAlh4hfVVE,Firestone,instrumentalness,3.17e-05
5,4yDjzVhXig9tfO7Zv46FE8,Over the Rainbow,instrumentalness,5.53e-05
2,7DnAm9FOTWE3cUvso43HhI,Sweet but Psycho,instrumentalness,0.0
5,7qEHsqek33rTcFNT9PFqLf,Someone You Loved,instrumentalness,0.0
2,1rqqCSm0Qe4I9rUvWncaom,High Hopes,instrumentalness,0.0
2,3bidbhpOYeV4knp8AIu8Xn,Can't Hold Us (feat. Ray Dalton),instrumentalness,0.0
2,0mlAOSILGRys2IbvyOT5VJ,Échame La Culpa,instrumentalness,0.0
0,0Oe49j06Bjrxs8PltuVeaW,On The Floor - Radio Edit,instrumentalness,0.00133
5,5RfxjgQMne0dRNiORcLtMg,Wolke 4,instrumentalness,0.00915
0,6RUKPb4LETWmmr3iAEQktW,Something Just Like This,instrumentalness,1.44e-05
0,7mitXLIMCflkhZiD34uEQI,Party Rock Anthem,instrumentalness,0.0
0,1HFfMOxCAT4GAwaPfCdmUs,Waves - Robin Schulz Radio Edit,instrumentalness,0.00143
2,2GYHyAoLWpkxLVa4oYTVko,Alors on danse - Radio Edit,instrumentalness,0.00202
1,1CmUZGtH29Kx36C1Hleqlz,Thrift Shop (feat. Wanz),instrumentalness,0.0
2,20I6sIOMTCkB6w7ryavxtO,Call Me Maybe,instrumentalness,2.28e-06
7,2YWjW3wwQIBLNhxWKBQd16,Lean On (feat. MØ & DJ Snake),instrumentalness,0.00123
2,5tf1VVWniHgryyumXyJM7w,Sugar (feat. Francesco Yates),instrumentalness,0.0
1,5LLRo6dCGxg4PZmtSqNzrZ,Human,instrumentalness,0.0
2,6md4w95cnKaW64JyEQ3A0L,Somebody That I Used To Know,instrumentalness,0.000153
2,0n4bITAu0Y0nigrz3MFJMb,Blurred Lines,instrumentalness,7.93e-06
6,5UqCQaDshqbIk3pkhy4Pjg,Levels - Radio Edit,instrumentalness,0.828
4,0pQr5WsobmdZHnuObT0sc2,Astronaut,instrumentalness,0.0
4,698ItKASDavgwZ3WjaWjtz,Faded,instrumentalness,7.97e-06
6,0A9mHc7oYUoCECqByV8cQR,Animals,instrumentalness,0.715
5,4bzBPrGYD3fQfAadLgIiwT,Let Her Go,instrumentalness,0.0
7,29vem0DsWK4224LQyxcmA5,Ai Se Eu Te Pego,instrumentalness,0.0
7,00vk0sEfb6mr2ehwSw0Uhn,Don't Be So Shy - Filatov & Karas Remix,instrumentalness,0.0103
2,0Wq6whEjKeAAUi4nEim1DA,Nur noch kurz die Welt retten,instrumentalness,0.0
0,2iJuuzV8P9Yz0VSurttIV5,Scream & Shout,instrumentalness,8.96e-05
2,03UrZgTINDqvnUMbbIMhql,Gangnam Style (강남스타일),instrumentalness,0.0
0,1ejlaQBxPJ0P27FXJGMi3W,Ich will nur dass du weißt - Radio Edit,instrumentalness,0.0
1,50kpGaPAhYJ3sGmk6vplg0,Love Yourself,instrumentalness,0.0
2,3s4U7OHV7gnj42VV72eSZ6,Rather Be (feat. Jess Glynne),instrumentalness,2.03e-06
4,2TSoLv5tMkqikfpM5irrqZ,Still,instrumentalness,2.71e-06
7,4zLBcDtvYNVtF9fnG6lme3,Sun Goes Down (feat. Jasmine Thompson) - Radio Mix,instrumentalness,1.28e-05
0,69kCVBamC48sizKB1qNQWE,Herz über Kopf,instrumentalness,0.0
7,62yJjFtgkhUrXktIoSjgP2,Radioactive,instrumentalness,0.000108
0,5NZlsLgfdg8HlP8RaXPIeP,Unter meiner Haut - Radio Mix,instrumentalness,1.94e-05
0,0GBdCrn4tQ4sxiaXHV03MP,Hello - Radio Edit,instrumentalness,5.89e-05
0,2TABt0nj3WNPXbka7nzwIt,Hollywood Hills,instrumentalness,0.0022
0,1bIVDJC6imJNGSExMwlxy3,Love Me Like You Do,instrumentalness,0.0
0,0TDLuuLlV54CkRRUOahJb4,Titanium (feat. Sia),instrumentalness,0.15
5,6GyBgO7IGH7nBdhbogEYnT,Auf anderen Wegen,instrumentalness,1.98e-06
2,378iszndTZAR4dH8kwsLC6,Cheap Thrills (feat. Sean Paul),instrumentalness,2.01e-06
7,5QIG1kl6klZIy0Lu67XNYJ,Welcome to St. Tropez - DJ Antoine vs. Mad Mark Radio Edit,instrumentalness,0.0
1,2Fxmhks0bxGSBdJ92vM42m,bad guy,instrumentalness,0.13
5,5Nm9ERjJZ5oyfXZTECKmRt,Stay With Me,instrumentalness,6.39e-05
2,5bGG1abhVIUm6EAa36ipRX,One Day / Reckoning Song (Wankelmut Remix) [Radio Edit],instrumentalness,6.47e-05
4,5yVIlYEHZxQVLyInCdldoS,Impossible,instrumentalness,0.0
1,6oHDvarQSp0mf5AD1SyNH0,Lieblingsmensch,instrumentalness,0.0
5,4hrAKlxfblnG7llBEEX7TR,Run,instrumentalness,5.61e-06
5,3JvKfv6T31zO0ini8iNItO,Another Love,instrumentalness,1.65e-05
0,2xtnnO9bHKXEmsfetO3ldK,Wie schön du bist,instrumentalness,3.79e-06
7,4ZPXuHp219ujq6QJ9oqteR,Chöre,instrumentalness,0.0
2,2Foc5Q5nqNiosCNqttzHof,Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers],instrumentalness,1.07e-06
4,0bYg9bo50gSsH3LtXe2SQn,All I Want for Christmas Is You,instrumentalness,0.0
0,2ZoO0uLQRp2WhTlyIH8PJf,Lieder,instrumentalness,0.0
0,0a9npeEQIad1Wr4H1RsLPU,Habits (Stay High),instrumentalness,6.59e-05
2,7nuBU1HCcOwG5f1orN4ByW,A Night Like This,instrumentalness,0.0
7,6h5PAsRni4IRlxWr6uDPTP,More Than You Know,instrumentalness,0.0
7,6kPJZM97LwdG9QIsT7khp6,Solo (feat. Demi Lovato),instrumentalness,6.66e-05
2,3cHyrEgdyYRjgJKSOiOtcS,Timber,instrumentalness,0.0
2,12zpU2S4lMdrK9dvsOoL1m,I Love It (feat. Charli XCX),instrumentalness,1.64e-05
2,6JV2JOEocMgcZxYSZelKcc,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",instrumentalness,0.0
2,2dQzfKRaMKUCQgMpOtpLTh,Bella Ciao - HUGEL Remix,instrumentalness,0.00718
0,4lLtanYk6tkMvooU0tWzG8,Grenade,instrumentalness,0.0
4,2j7z87EnqB1NFQts2db0VR,Don't Change,instrumentalness,0.0644
0,2MfOcbtgz2yTsiznFmVZUN,Halo,instrumentalness,0.0
7,0v1XpBHnsbkCn7iJ9Ucr1l,It's My Life,instrumentalness,1.35e-05
5,69RH84na5iUNwrwxpgjC5j,Where Did Our Love Go,instrumentalness,1.42e-05
0,0wokCRaKD0zPNhMRXAgVsr,Ordinary World,instrumentalness,1.13e-05
2,7EsjkelQuoUlJXEw7SeVV4,Black or White,instrumentalness,0.0314
4,4I3nztDQ3cPajQtzg59tWx,Don't Get Me Wrong,instrumentalness,0.00379
5,1PtQJZVZIdWIYdARpZRDFO,Running Up That Hill (A Deal With God),instrumentalness,0.00308
0,7wMq5n8mYSKlQIGECKUgTX,Hall of Fame (feat. will.i.am),instrumentalness,0.0
2,2KH16WveTQWT6KOG9Rg6e2,Eye of the Tiger,instrumentalness,0.000311
0,2Ms33RTRCT6gArrpcrPxmo,Feel,instrumentalness,0.000467
4,15tHagkk8z306XkyOHqiip,"I'll Be There for You - Theme From ""Friends""",instrumentalness,0.0
7,303ccTay2FiDTZ9fZ2AdBt,Music Sounds Better With You,instrumentalness,0.15
4,3Voz5vnFfMu8nrVP6hIYte,This Is How a Heart Breaks,instrumentalness,0.0
2,3K7Q9PHUWPTaknlbFPThn2,Celebration,instrumentalness,0.0483
0,6JY1IdkZGeIcPegKxjSKeb,Since U Been Gone,instrumentalness,0.0603
2,4Qn1QhHhUT01LfpBnC7xnf,Wild Wild West,instrumentalness,4.97e-06
0,7GAaTpSoTWUTbP2Yxlt4Hd,Need You Now,instrumentalness,0.000185
2,1qEHgdFqUxFebMPk8s2HLY,I Don't Feel Like Dancin' - Radio Edit,instrumentalness,0.0
7,1jI1aLmm5HTwiMtvsbwDJw,Who Do You Think You Are,instrumentalness,0.00362
0,63CHa6rmamv9OsehkRD8oz,Against All Odds (Take a Look at Me Now) - 2016 Remaster,instrumentalness,0.0
2,4CYyheknaH5R2xfEndtixD,Bust A Move,instrumentalness,9.25e-05
5,3SdTKo2uVsxFblQjpScoHy,Stand By Me,instrumentalness,7.07e-06
0,6urCAbunOQI4bLhmGpX7iS,Don't Speak,instrumentalness,1.78e-05
7,4wswaG5vmNINMZcVBsAyBP,Got My Mind Set On You - Remastered 2004,instrumentalness,1.72e-06
5,1bp2IO61zbQrbWNmKKxg3f,The Joker,instrumentalness,5.3e-06
2,3x4yV0hW5Ve3TKhFkXSqFn,If You Had My Love,instrumentalness,5.81e-05
2,5izGeTxueiFX1UPFGohY9w,Addicted To Love,instrumentalness,5.89e-06
7,3XorCFmcupSm5QS6hA9g4N,I Want You,instrumentalness,1.64e-06
0,2hKdd3qO7cWr2Jo0Bcs0MA,Drops of Jupiter (Tell Me),instrumentalness,0.0
0,07ABETRdek3ACMpRPvQuaT,Always on My Mind,instrumentalness,0.0565
4,12dU3vAh6AFoJkisorfoUl,Don't Look Back in Anger - Remastered,instrumentalness,2.61e-06
2,5LeDMHIZ5YDZ2b1VOcYVcG,Hot In The City,instrumentalness,2.25e-05
5,3TCauNPqFiniaYHBvEVoHG,Beautiful,instrumentalness,3.05e-06
2,1k28sDTLOz942qa3wEtMQE,O.P.P,instrumentalness,4.89e-06
2,37Q5anxoGWYdRsyeXkkNoI,Heaven Is A Place On Earth,instrumentalness,1.82e-06
2,37a8EdVw7VpAlRG4oASxIm,Out of Touch - Radio Edit,instrumentalness,0.0133
6,1UPJoPSCpOzYcRBq5nc586,Underneath the Radar,instrumentalness,0.51
0,6O20JhBJPePEkBdrB5sqRx,Diamonds,instrumentalness,0.0
4,2Ywft2Thbf7mPyoD2ntadi,Suspicious Minds,instrumentalness,0.000388
2,70HxNVlYQ0Hi6XqBtPLw80,Lady - Hear Me Tonight,instrumentalness,0.0293
2,3lIpkjFnRxJ6Uvm8DgtgfV,Sign Your Name,instrumentalness,5.08e-06
0,3Fcfwhm8oRrBvBZ8KGhtea,Viva La Vida,instrumentalness,3.23e-06
2,05oFyvdztPdpwSwpoclD4c,"If You Leave - From ""Pretty In Pink""",instrumentalness,0.156
2,3XVozq1aeqsJwpXrEZrDJ9,Ice Ice Baby,instrumentalness,7.71e-06
2,3koCCeSaVUyrRo3N2gHrd8,Let's Groove,instrumentalness,2.17e-05
0,0jWgAnTrNZmOGmqgvHhZEm,What's Up?,instrumentalness,0.0
4,3xzRBn3ywzobJrc1efC7Sb,I Melt with You,instrumentalness,0.00329
2,6Lphpr9Z6H282Sguw0dUWa,Le Freak,instrumentalness,0.00356
0,1G391cbiT3v3Cywg8T7DM1,Scar Tissue,instrumentalness,0.00274
2,2J9yZBKajggHsCmoSiaVCw,Together In Electric Dreams,instrumentalness,2.04e-06
2,5rfJ2Bq2PEL8yBjZLzouEu,Who Can It Be Now?,instrumentalness,0.000143
5,5pbajJXEPdcoXQPXoAVR1t,You're Beautiful,instrumentalness,1.76e-05
2,6XxFTFauoIwxcEjeped3Iz,Suicide Blonde,instrumentalness,0.00896
5,5gOd6zDC8vhlYjqbQdJVWP,Baker Street,instrumentalness,0.028
7,3QHONiXGMGU3z68mQInncF,"I'll Be Missing You (feat. Faith Evans, 112)",instrumentalness,0.00126
4,0ntQJM78wzOLVeCUAW7Y45,Sex on Fire,instrumentalness,0.0104
4,1dm00I58PW9kfpQ7su2opJ,Wild Horses - Rerecorded,instrumentalness,0.000184
2,5jSz894ljfWE0IcHBSM39i,Raspberry Beret,instrumentalness,0.000426
6,0Wl42CUb1phIU9O2aR1wXI,Disarm,instrumentalness,0.737
4,1nXTM2CVdaoCySSD5kgt3J,Sweat (A La La La La Long),instrumentalness,0.0
2,2nmaEzFZrSm2aMLtfJDzyG,Werewolves of London,instrumentalness,0.00286
4,4cMHCRLPNoEbpnl2rz6GS9,Back on the Chain Gang - 2007 Remaster,instrumentalness,0.0401
0,3MrRksHupTVEQ7YbA0FsZK,The Final Countdown,instrumentalness,0.000827
0,7AzFID6u1b3zIWbd9pb8Dk,Summer in the City - Remastered,instrumentalness,0.000177
0,6ucR4KfvsBFWCMVFDvyKKl,Apologize,instrumentalness,0.0
7,5ZY7Gug850kv4heJcWZGHM,Just Like Paradise,instrumentalness,0.0
5,0HZhYMZOcUzZKSFwPOti6m,jar of hearts,instrumentalness,0.0
2,6zKMARmU2Ue50cucKnIUR6,Forget You,instrumentalness,0.0
0,6kvoHl80mfCVTv7XnZkjQn,"It Must Have Been Love - From the Film ""Pretty Woman""",instrumentalness,6.14e-05
0,4JiEyzf0Md7KEFFGWDDdCr,Knockin' On Heaven's Door,instrumentalness,0.00451
4,3Dy4REq8O09IlgiwuHQ3sk,Waterloo,instrumentalness,8.18e-06
5,0SuG9kyzGRpDqrCWtgD6Lq,Give Me Love,instrumentalness,0.0
7,10Nmj3JCNoMeBQ87uw5j8k,Dani California,instrumentalness,8.59e-06
2,69RRNcyev0eWJsPwssCFFK,Thorn In My Side,instrumentalness,7.3e-05
2,1c9dnQbOzw01ID7X2IsYOE,Slave To Love,instrumentalness,0.000995
2,3pbtBomO4Zt5gGiqsYeiBH,Upside Down,instrumentalness,0.0285
2,0rhB4opo50ApJy6I3Bxlsc,Stronger (What Doesn't Kill You),instrumentalness,0.0
0,5PRRthP9SLfbXB359MfIWv,I Will Wait,instrumentalness,0.00832
2,2olVm1lHicpveMAo4AUDRB,The Power Of Love,instrumentalness,2.85e-05
2,77vCn7iUHH8KAOqdOe1XjY,I'm Outta Love,instrumentalness,0.0
2,6VnpKLtfNH4Dk09YSGPSyR,It Ain't Over 'Til It's Over,instrumentalness,0.00928
5,4s6LhHAV5SEsOV0lC2tjvJ,California Dreamin' - Single Version,instrumentalness,0.0
0,6dgWWAs5yhWPOtvE1zuoQ1,Big Girls Don't Cry (Personal),instrumentalness,0.0
0,3850dYVgOFIXJh5U4BFEWH,Hung Up,instrumentalness,0.161
2,7oOOI85fVQvVnK5ynNMdW7,Rock with You - Single Version,instrumentalness,9.91e-05
7,64iZLIYuqRR8rNedN0Yvnh,Don't Go Now,instrumentalness,1.13e-05
7,5zA8vzDGqPl2AzZkEYQGKh,Uptown Girl,instrumentalness,0.0
2,0dfQwyoZoS9LgQiU6AJO7f,100% Pure Love,instrumentalness,0.0059
4,4GhtDORJiSRYxj6M1bv0vX,Love Really Hurts Without You,instrumentalness,1.15e-05
0,6mYrhCAGWzTdF8QnKuchXM,If I Could Turn Back Time,instrumentalness,0.0
5,6vcdzohhBSbNdsZBh5IRpQ,Back for Good - Radio Mix,instrumentalness,0.0
2,3w3y8KPTfNeOKPiqUTakBh,Locked out of Heaven,instrumentalness,0.0
2,4cZ7dRrEPJoyM0m8IF3iTr,Forever Now - 2011 Remastered,instrumentalness,3.68e-06
4,3v4yDypfo94dachEvmjQdj,Miss Independent,instrumentalness,0.000415
2,3CAWvns1fmJrNMPk4prasj,Rev It Up,instrumentalness,0.0106
2,0PXw9NKvolWTo7U9JkNzmc,"The Heat Is On - From ""Beverly Hills Cop"" Soundtrack",instrumentalness,2.34e-05
7,1r299qCKBLgUS9XJ9m1kEx,Moves Like Jagger,instrumentalness,0.0
6,6COoRaCNma7V9sBf81y9EK,I Send A Message,instrumentalness,0.532
4,0zv9bOC2NSMd3Fw2HgM5Xn,Whataya Want from Me,instrumentalness,0.0
0,76FZM38RC8XaAjJ77CVTNe,Into You,instrumentalness,1.75e-06
0,5yDL13y5giogKs2fSNf7sj,Glad You Came,instrumentalness,0.0
2,7DSAEUvxU8FajXtRloy8M0,Flowers,instrumentalness,6.99e-05
0,2hns6Dv29Yrg68AVTJiAyA,Who Knew - Edit,instrumentalness,0.0
2,3rUGC1vUpkDG9CZFHMur1t,greedy,instrumentalness,0.0
2,6Knv6wdA0luoMUuuoYi2i1,My House,instrumentalness,0.0
2,0iGckQFyv6svOfAbAY9aWJ,Hot N Cold,instrumentalness,0.0
7,4iJyoBOLtHqaGxP12qzhQI,Peaches (feat. Daniel Caesar & Giveon),instrumentalness,0.0
0,1K39ty6o1sHwwlZwO6a7wK,Wildest Dreams (Taylor's Version),instrumentalness,9.95e-05
4,4Dvkj6JhhA12EX05fT7y2e,As It Was,instrumentalness,0.00101
0,4E6cwWJWZw2zWf7VFbH7wf,Love Song,instrumentalness,0.0
2,0laYHRpNTS6i8FXdupHkJ4,Love You Like A Love Song,instrumentalness,0.0
5,06KyNuuMOX1ROXRhj787tj,We Don't Talk Anymore (feat. Selena Gomez),instrumentalness,0.0
7,30XU4suKzCeoCK9YFzdufg,Born This Way,instrumentalness,0.0
0,3OHfY25tqY28d16oZczHc8,Kill Bill,instrumentalness,0.169
2,7gaA3wERFkFkgivjwbSvkG,"yes, and?",instrumentalness,6.54e-05
2,7EQGXaVSyEDsCWKmUcfpLk,Die Young,instrumentalness,0.000125
0,2Z8WuEywRWYTKe1NybPQEW,Ride,instrumentalness,0.0
0,0O6u0VJ46W86TxN9wgyqDj,I Like You (A Happier Song) (with Doja Cat),instrumentalness,0.0
2,7BKLCZ1jbUBVqRi2FVlTVw,Closer,instrumentalness,0.0
2,7HdXRMw14roDx2a0COWk3M,This Is Why,instrumentalness,0.00328
4,44ONERBHALxftQNWq6dmyd,Side To Side,instrumentalness,0.0
7,4uUG5RXrOk84mYEfFvj3cK,I'm Good (Blue),instrumentalness,7.07e-06
2,5x9ElMtD3xy0verHZWOGqr,Houdini,instrumentalness,0.000385
2,5YqEzk3C5c3UZ1D5fJUlXA,Sunroof,instrumentalness,0.0
4,1V6gIisPpYqgFeWbMLI0bA,Heart Attack,instrumentalness,0.0
0,0nrRP2bk19rLc0orkWPQk2,Wake Me Up,instrumentalness,0.0012
2,1DSJNBNhGZCigg9ll5VeZv,(You Drive Me) Crazy,instrumentalness,0.0
4,17phhZDn6oGtzMe56NuWvj,Lose Control,instrumentalness,1.9e-05
4,2ACOWPLUe4A4KuQ5ioD2od,That's My Girl,instrumentalness,3.19e-05
2,6I9VzXrHxO9rA9A5euc8Ak,Toxic,instrumentalness,0.025
0,4lhqb6JvbHId48OUJGwymk,Hey Brother,instrumentalness,4.64e-05
0,5mHdCZtVyb4DcJw8799hZp,Escapism.,instrumentalness,4.67e-05
2,1yjY7rpaAQvKwpdUliHx0d,Still into You,instrumentalness,0.0
